Name,Variance
ENSG00000223972.4,0.007272675745488154
ENSG00000227232.4,8.623753284904558
ENSG00000243485.2,0.01569790052566112
ENSG00000237613.2,0.004555772997849707
ENSG00000268020.2,0.002993776823965093
ENSG00000240361.1,0.006249228056496152
ENSG00000186092.4,0.0183025271817225
ENSG00000238009.2,0.00423021003533273
ENSG00000233750.3,2.6853249253590397
ENSG00000237683.5,0.561129852587001
ENSG00000268903.1,0.1924813776702316
ENSG00000239906.1,0.038667046335665645
ENSG00000241860.2,0.02673759306843311
ENSG00000222623.1,0.01429550225177305
ENSG00000241599.1,0.00647010563332453
ENSG00000228463.4,0.1354349927827964
ENSG00000237094.7,0.00846892022016341
ENSG00000250575.1,0.028988023108255056
ENSG00000233653.3,0.01984920946131608
ENSG00000224813.2,0.0
ENSG00000235249.1,0.0058010692662693025
ENSG00000269732.1,0.015302959538074982
ENSG00000256186.1,0.004306688509506564
ENSG00000236601.1,0.03408833906351165
ENSG00000236743.1,0.03417803158331416
ENSG00000236679.2,0.5527598504118179
ENSG00000231709.1,0.012056224355242442
ENSG00000235146.2,0.050148860736304764
ENSG00000239664.2,0.017965896524116932
ENSG00000230021.3,0.00547632437807077
ENSG00000223659.1,0.005732630110593971
ENSG00000225972.1,2042663.7734944453
ENSG00000225630.1,501290.66130779596
ENSG00000237973.1,1905032.9163099807
ENSG00000229344.1,29827.823700713237
ENSG00000240409.1,1742.160860673407
ENSG00000248527.1,2331359.2405175
ENSG00000198744.5,41098.409839917316
ENSG00000268663.1,0.013405168813297556
ENSG00000185097.2,0.003935409785803971
ENSG00000229376.3,0.011143216842650018
ENSG00000224956.5,1.0985460445326956
ENSG00000235373.1,0.002143784404136475
ENSG00000223181.1,0.015523293539654696
ENSG00000240618.1,0.0960724621611086
ENSG00000229905.1,0.00855983574800689
ENSG00000228327.2,0.3718212187338171
ENSG00000237491.4,0.029962550236744566
ENSG00000230092.3,0.19201580758617365
ENSG00000269831.1,0.006704079158030281
ENSG00000240453.1,0.0
ENSG00000177757.1,0.03444817539958094
ENSG00000225880.4,1.878806090749082
ENSG00000228794.4,24.720771415874456
ENSG00000230368.2,0.051703263405737575
ENSG00000234711.1,0.026188670938534275
ENSG00000269308.1,0.05714207568843997
ENSG00000272438.1,0.011702731843975089
ENSG00000230699.2,0.019125623995312122
ENSG00000241180.1,0.0195622565248227
ENSG00000223764.2,0.1184558012253166
ENSG00000187634.6,0.7354449534046813
ENSG00000268179.1,0.027284691346857556
ENSG00000188976.6,626.498633788542
ENSG00000187961.9,1.8376965973423116
ENSG00000187583.6,0.45260519401589805
ENSG00000187642.5,8809.593432667229
ENSG00000272512.1,4.189457684650531
ENSG00000188290.6,27.822925786588293
ENSG00000231702.2,0.3926932408504037
ENSG00000224969.1,0.06513359673107992
ENSG00000187608.5,180.9242259782299
ENSG00000188157.9,2.090501513500924
ENSG00000217801.5,0.00925568178063572
ENSG00000273443.1,0.011607234836391528
ENSG00000237330.2,0.037011926084853305
ENSG00000131591.13,0.41573295146707284
ENSG00000223823.1,0.01262833881961169
ENSG00000207730.1,0.02168389750477843
ENSG00000207607.1,0.020421389804933104
ENSG00000198976.1,0.029959723965595292
ENSG00000272141.1,0.020229757596147077
ENSG00000205231.1,0.0062979814919723485
ENSG00000162571.9,0.039714564936070874
ENSG00000186891.9,0.06161220968809008
ENSG00000186827.6,2.5083480035751156
ENSG00000078808.12,326.13661461697103
ENSG00000176022.3,15.805783555404656
ENSG00000184163.3,0.2863445683462737
ENSG00000260179.1,0.17835047756527336
ENSG00000160087.16,25.948784947446683
ENSG00000230415.1,1.0001444097183
ENSG00000162572.15,2.412356879447211
ENSG00000131584.14,103.55410059034693
ENSG00000169972.7,5.943647730156934
ENSG00000127054.14,193.07934057139983
ENSG00000240731.1,46.04016385445904
ENSG00000224051.2,193.7768570616292
ENSG00000169962.4,0.24246118293684923
ENSG00000107404.13,1758.6339459493363
ENSG00000162576.12,231.7208448107741
ENSG00000175756.9,631.281217964388
ENSG00000223663.2,0.03629663894823796
ENSG00000221978.7,552.6278339303228
ENSG00000224870.3,5.311584536325512
ENSG00000242485.1,426.14696953624065
ENSG00000272455.1,3.0041254792300123
ENSG00000235098.4,0.5452585776462453
ENSG00000225905.1,0.09325557476281753
ENSG00000205116.3,0.026521530530263505
ENSG00000225285.1,0.07032336381042957
ENSG00000179403.10,4.096160409694777
ENSG00000215915.5,0.0208315222025316
ENSG00000160072.15,15.843487767350108
ENSG00000197785.9,39.04816748104975
ENSG00000205090.4,1.0468706287773188
ENSG00000160075.10,2352.2728318834565
ENSG00000215014.3,0.18176670507823395
ENSG00000236684.1,0.0015792149799896886
ENSG00000228594.1,0.0868128299902454
ENSG00000272106.1,26.998615238720383
ENSG00000197530.8,220.80294963878828
ENSG00000189409.8,0.003229265323151187
ENSG00000248333.3,150.1954511991726
ENSG00000272004.1,0.010805401980879988
ENSG00000189339.7,30.61455416066848
ENSG00000269737.1,0.4383232430021792
ENSG00000269227.1,0.41108774115482377
ENSG00000215914.3,0.009397435190760021
ENSG00000008128.18,68.39816173005318
ENSG00000227775.3,1.4676955516662895
ENSG00000215790.2,0.5988636954153462
ENSG00000008130.11,23.572669261015545
ENSG00000078369.13,169.03393779865198
ENSG00000231050.1,1.2182792005947345
ENSG00000169885.5,872.0464522314544
ENSG00000178821.8,3955.2964186029467
ENSG00000142609.13,0.001913013027292352
ENSG00000233542.1,0.002074405654006045
ENSG00000187730.6,0.057006512413659706
ENSG00000226969.1,0.0002640108987161109
ENSG00000067606.11,0.024215780011425637
ENSG00000271806.1,0.00011209799967869762
ENSG00000182873.4,0.23250635406679118
ENSG00000162585.12,1.3142010460112672
ENSG00000269554.1,3.3509875269559815
ENSG00000203301.2,0.019739183167741498
ENSG00000234396.3,0.012599131746540353
ENSG00000157933.9,83.42514252470637
ENSG00000116151.9,0.17268399532120207
ENSG00000272161.1,0.027648117932756146
ENSG00000269753.1,0.09295203663399604
ENSG00000269896.1,0.06556279871571852
ENSG00000272420.1,0.10096739051085334
ENSG00000271921.1,0.006606935766232521
ENSG00000271847.1,0.017472714110279917
ENSG00000178642.5,0.0032879192829603767
ENSG00000157916.14,93.67280667597203
ENSG00000157911.5,11.637397660291235
ENSG00000149527.13,0.16998342983446177
ENSG00000224387.1,0.004227465848335094
ENSG00000229393.1,0.0036986923645952797
ENSG00000157881.9,31.960242597090183
ENSG00000197921.5,0.013462580663067754
ENSG00000272449.1,0.050227995908411295
ENSG00000238164.2,0.04846252252390473
ENSG00000157873.13,22.790555188924102
ENSG00000225931.3,0.0037066742347552305
ENSG00000228037.1,0.10528553423873893
ENSG00000157870.10,0.4767695717595632
ENSG00000142606.11,0.006771437709127987
ENSG00000237058.1,0.00013406542436874405
ENSG00000215912.7,0.0008124306492989538
ENSG00000233234.1,5.66153019993964e-05
